positions,skills
"['ai researcher', 'machine learning engineer']","['RNN', 'Classification', 'Data Analysis', 'Visualization', 'PyTorch', 'CNN', 'Deep Learning', 'Statistics', 'NLP', 'Data Cleaning', 'SQL', 'Python', 'Clustering', 'Snowflake', 'Regression', 'TensorFlow']"
['cloud data engineer'],"['Deployment', 'ETL Pipelines', 'Databases', 'Version Control', 'Code Review', 'Object-Oriented Design', 'Golang', 'Docker', 'DevOps', 'CI/CD', 'Infrastructure as Code', 'System Design', 'Programming', 'Debugging', 'Web Development', 'Microservices']"
['mobile application developer'],"['App Lifecycle', 'Play Store Deployment', 'Bug Fixing', 'Version Control', 'Testing', 'Performance Optimization', 'Retrofit', 'REST APIs', 'Notifications', 'React Native', 'MVVM', 'UI Design', 'Glide', 'Fragments', 'Java', 'Android SDK', 'Kotlin', 'Firebase', 'XML']"
"['ai researcher', 'data scientist']","['Feature Engineering', 'Tableau', 'ANN', 'RNN', 'Snowflake', 'SQL', 'NLP', 'Data Cleaning', 'Classification', 'Dimensionality Reduction', 'Clustering', 'Regression', 'PyTorch', 'CNN', 'Python', 'Big Data']"
"['agile project lead', 'project manager']","['Presentation', 'Wireframing', 'Documentation', 'A/B Testing', 'Team Coordination', 'Performance Metrics', 'Google Analytics', 'Project Planning', 'Scope Management', 'Time Management', 'Communication', 'MS Project']"
['assistant project manager'],"['Stakeholder Management', 'Time Management', 'Wireframing', 'Documentation', 'Google Analytics', 'MS Project', 'Scheduling', 'Communication', 'A/B Testing', 'Risk Management', 'Reporting', 'Performance Metrics', 'Budgeting', 'Presentation', 'Scope Management', 'Customer Retention']"
['project manager'],"['MS Project', 'Performance Metrics', 'Wireframing', 'Scheduling', 'Issue Tracking', 'Stakeholder Management', 'Budgeting', 'Project Planning', 'Team Coordination', 'Google Analytics', 'Presentation', 'Reporting', 'Risk Management', 'Time Management', 'A/B Testing', 'Documentation', 'Communication']"
['cloud data engineer'],"['Object-Oriented Design', 'Databases', 'System Design', 'Debugging', 'Deployment', 'Infrastructure as Code', 'Terraform', 'Docker', 'DevOps', 'Data Structures', 'Testing', 'Microservices', 'Version Control', 'Code Review', 'Web Development']"
['devops engineer'],"['Terraform', 'Databases', 'API Integration', 'Testing', 'CI/CD', 'Git', 'DevOps', 'Algorithms', 'Programming', 'Docker', 'Debugging', 'Object-Oriented Design', 'ETL Pipelines', 'Code Review', 'Microservices', 'Version Control', 'System Design', 'Deployment', 'Data Structures', 'Infrastructure as Code']"
['android developer'],"['App Lifecycle', 'Version Control', 'Java', 'Glide', 'UI Design', 'Firebase', 'Android SDK', 'Testing', 'React Native', 'Play Store Deployment', 'REST APIs', 'Performance Optimization', 'Fragments', 'MVVM', 'Kotlin']"
"['devops engineer', 'software engineer']","['API Integration', 'Algorithms', 'Git', 'Object-Oriented Design', 'Microservices', 'DevOps', 'Data Structures', 'Databases', 'Programming', 'Testing', 'Golang', 'CI/CD', 'Debugging', 'Web Development', 'Docker', 'Infrastructure as Code', 'Version Control', 'Code Review']"
['cloud data engineer'],"['ETL Pipelines', 'Testing', 'Git', 'DevOps', 'Code Review', 'Web Development', 'Databases', 'System Design', 'Terraform', 'Docker', 'Algorithms', 'Programming', 'Object-Oriented Design', 'Infrastructure as Code', 'Microservices', 'Debugging', 'Data Structures', 'API Integration']"
"['assistant project manager', 'project manager']","['Risk Management', 'Documentation', 'Time Management', 'Customer Retention', 'Stakeholder Management', 'Wireframing', 'Scheduling', 'Issue Tracking', 'Reporting', 'Project Planning', 'User Research', 'Team Coordination', 'Scope Management', 'Google Analytics', 'Performance Metrics', 'Presentation', 'A/B Testing', 'Communication', 'Budgeting']"
"['cloud data engineer', 'software engineer']","['Deployment', 'DevOps', 'Golang', 'System Design', 'Web Development', 'Programming', 'Version Control', 'Data Structures', 'Testing', 'Object-Oriented Design']"
['android intern'],"['Play Store Deployment', 'REST APIs', 'React Native', 'App Lifecycle', 'Bug Fixing', 'Java', 'Performance Optimization', 'Kotlin', 'Version Control', 'Fragments', 'Glide', 'Android SDK', 'UI Design', 'Testing', 'Firebase', 'XML', 'MVVM', 'Notifications']"
"['android intern', 'android developer']","['Notifications', 'Testing', 'MVVM', 'Fragments', 'Android SDK', 'Java', 'Play Store Deployment', 'Version Control', 'Glide', 'XML', 'React Native', 'Bug Fixing', 'Firebase', 'REST APIs', 'Performance Optimization', 'UI Design', 'Kotlin', 'App Lifecycle', 'Retrofit']"
['agile project lead'],"['Project Planning', 'Risk Management', 'Scheduling', 'Google Analytics', 'Issue Tracking', 'Stakeholder Management', 'Team Coordination', 'MS Project', 'Documentation', 'User Research', 'A/B Testing', 'Performance Metrics', 'Wireframing', 'Time Management']"
"['agile project lead', 'project manager']","['Issue Tracking', 'Presentation', 'Wireframing', 'Budgeting', 'Time Management', 'Performance Metrics', 'Google Analytics', 'Team Coordination', 'Risk Management', 'Scope Management', 'Project Planning', 'Documentation', 'Reporting', 'User Research', 'Customer Retention', 'Scheduling']"
"['android developer', 'mobile application developer']","['React Native', 'Testing', 'Java', 'XML', 'UI Design', 'Version Control', 'Retrofit', 'Android SDK', 'Firebase', 'Play Store Deployment', 'Kotlin', 'REST APIs']"
"['cloud data engineer', 'software engineer']","['ETL Pipelines', 'Deployment', 'Git', 'Databases', 'Web Development', 'Algorithms', 'Programming', 'Testing', 'Microservices', 'Debugging', 'Object-Oriented Design', 'Terraform']"
['data scientist'],"['Predictive Modeling', 'RNN', 'TensorFlow', 'ANN', 'PyTorch', 'Clustering', 'Dimensionality Reduction', 'Big Data', 'Visualization', 'SQL', 'Data Analysis']"
"['ai researcher', 'data scientist']","['RNN', 'Predictive Modeling', 'Dimensionality Reduction', 'Data Analysis', 'Clustering', 'Machine Learning', 'Statistics', 'TensorFlow', 'Exploratory Data Analysis', 'Deep Learning', 'CNN', 'Visualization', 'Data Cleaning']"
"['assistant project manager', 'agile project lead']","['Scheduling', 'User Research', 'Wireframing', 'Time Management', 'A/B Testing', 'Risk Management', 'Customer Retention', 'Communication', 'Documentation', 'Presentation', 'Team Coordination', 'Issue Tracking', 'Project Planning', 'Google Analytics', 'Budgeting', 'Performance Metrics', 'MS Project']"
"['agile project lead', 'project manager']","['MS Project', 'Stakeholder Management', 'Scope Management', 'Issue Tracking', 'Performance Metrics', 'Project Planning', 'Google Analytics', 'Time Management', 'Reporting', 'Communication', 'A/B Testing', 'User Research', 'Scheduling', 'Presentation', 'Risk Management', 'Customer Retention', 'Team Coordination', 'Budgeting']"
"['assistant project manager', 'agile project lead']","['Documentation', 'Google Analytics', 'Budgeting', 'User Research', 'A/B Testing', 'Scope Management', 'Stakeholder Management', 'Wireframing', 'Project Planning', 'Risk Management', 'Presentation', 'Issue Tracking', 'Communication', 'Reporting', 'MS Project', 'Performance Metrics', 'Team Coordination']"
['assistant project manager'],"['Stakeholder Management', 'A/B Testing', 'Google Analytics', 'Customer Retention', 'Reporting', 'Communication', 'User Research', 'Presentation', 'Documentation', 'Scheduling', 'MS Project', 'Team Coordination', 'Project Planning', 'Budgeting', 'Performance Metrics']"
"['cloud data engineer', 'software engineer']","['Git', 'Debugging', 'Programming', 'Testing', 'API Integration', 'Infrastructure as Code', 'Terraform', 'Databases', 'Microservices', 'Web Development', 'Code Review', 'Deployment', 'CI/CD', 'System Design', 'Version Control', 'Docker']"
"['ai researcher', 'machine learning engineer']","['SQL', 'Predictive Modeling', 'Feature Engineering', 'TensorFlow', 'Deep Learning', 'Visualization', 'Statistics', 'Clustering', 'Snowflake', 'Classification', 'Big Data']"
"['software engineer', 'devops engineer']","['Databases', 'Data Structures', 'Docker', 'Deployment', 'CI/CD', 'Web Development', 'Golang', 'System Design', 'Testing', 'Code Review', 'Programming']"
['agile project lead'],"['Scope Management', 'Team Coordination', 'Stakeholder Management', 'Documentation', 'Reporting', 'A/B Testing', 'Wireframing', 'MS Project', 'Google Analytics', 'Risk Management']"
"['project manager', 'assistant project manager']","['Reporting', 'Budgeting', 'Issue Tracking', 'User Research', 'Communication', 'Stakeholder Management', 'MS Project', 'Documentation', 'Time Management', 'Google Analytics', 'Presentation', 'Scope Management', 'Team Coordination', 'Wireframing', 'A/B Testing', 'Scheduling', 'Customer Retention', 'Performance Metrics', 'Project Planning']"
['assistant project manager'],"['Scope Management', 'Budgeting', 'Wireframing', 'Presentation', 'Communication', 'Time Management', 'Documentation', 'Risk Management', 'Reporting', 'Google Analytics', 'Customer Retention', 'Stakeholder Management', 'Team Coordination', 'Performance Metrics', 'User Research', 'Scheduling', 'A/B Testing', 'MS Project']"
"['machine learning engineer', 'data scientist']","['Python', 'ANN', 'Snowflake', 'SQL', 'Classification', 'CNN', 'Statistics', 'Data Cleaning', 'Machine Learning', 'PyTorch']"
"['cloud data engineer', 'devops engineer']","['Docker', 'Deployment', 'Algorithms', 'Golang', 'Object-Oriented Design', 'Version Control', 'Databases', 'Terraform', 'Web Development', 'API Integration', 'Debugging', 'CI/CD', 'Code Review', 'Data Structures', 'DevOps', 'Git', 'Infrastructure as Code', 'Programming']"
['devops engineer'],"['Programming', 'Deployment', 'ETL Pipelines', 'Code Review', 'API Integration', 'Infrastructure as Code', 'Data Structures', 'System Design', 'Databases', 'Version Control', 'Golang', 'Algorithms', 'Testing', 'Debugging', 'CI/CD']"
"['assistant project manager', 'agile project lead']","['Wireframing', 'Project Planning', 'A/B Testing', 'Scope Management', 'Documentation', 'Performance Metrics', 'Scheduling', 'Reporting', 'Team Coordination', 'User Research', 'MS Project', 'Time Management', 'Issue Tracking', 'Budgeting', 'Stakeholder Management', 'Presentation', 'Risk Management', 'Google Analytics']"
['project manager'],"['Performance Metrics', 'Scope Management', 'Google Analytics', 'Project Planning', 'Reporting', 'Stakeholder Management', 'Issue Tracking', 'Communication', 'Budgeting', 'Presentation', 'A/B Testing', 'Team Coordination', 'Customer Retention', 'MS Project', 'Wireframing']"
"['machine learning engineer', 'ai researcher']","['NLP', 'Tableau', 'Classification', 'Snowflake', 'SQL', 'Clustering', 'Visualization', 'Machine Learning', 'Data Cleaning', 'Big Data', 'PyTorch', 'CNN', 'Regression', 'ANN', 'TensorFlow', 'Statistics', 'Python', 'Dimensionality Reduction']"
"['project manager', 'assistant project manager']","['MS Project', 'Reporting', 'Project Planning', 'User Research', 'Scheduling', 'Wireframing', 'A/B Testing', 'Google Analytics', 'Scope Management', 'Risk Management', 'Time Management', 'Stakeholder Management', 'Documentation', 'Team Coordination', 'Customer Retention', 'Performance Metrics']"
"['mobile application developer', 'android developer']","['Retrofit', 'Kotlin', 'Firebase', 'MVVM', 'React Native', 'Performance Optimization', 'Fragments', 'UI Design', 'Android SDK', 'REST APIs', 'Notifications', 'Bug Fixing', 'App Lifecycle', 'XML', 'Play Store Deployment', 'Glide']"
"['project manager', 'agile project lead']","['Performance Metrics', 'Time Management', 'MS Project', 'A/B Testing', 'Issue Tracking', 'Wireframing', 'Presentation', 'Google Analytics', 'Team Coordination', 'Project Planning', 'User Research', 'Customer Retention']"
"['project manager', 'assistant project manager']","['Scheduling', 'Risk Management', 'A/B Testing', 'Time Management', 'Wireframing', 'Presentation', 'Documentation', 'Google Analytics', 'Communication', 'Performance Metrics', 'Budgeting', 'MS Project', 'Customer Retention', 'Stakeholder Management']"
['software engineer'],"['Golang', 'Web Development', 'Code Review', 'Version Control', 'DevOps', 'Infrastructure as Code', 'Debugging', 'Docker', 'Terraform', 'Programming']"
['assistant project manager'],"['Performance Metrics', 'Scope Management', 'Time Management', 'Scheduling', 'User Research', 'Reporting', 'Project Planning', 'Documentation', 'Customer Retention', 'Risk Management']"
['assistant project manager'],"['Scope Management', 'Time Management', 'Team Coordination', 'User Research', 'Presentation', 'Scheduling', 'Google Analytics', 'Reporting', 'MS Project', 'A/B Testing', 'Issue Tracking', 'Customer Retention', 'Stakeholder Management', 'Documentation', 'Budgeting', 'Project Planning', 'Wireframing', 'Risk Management']"
"['assistant project manager', 'project manager']","['A/B Testing', 'Stakeholder Management', 'Issue Tracking', 'Presentation', 'Customer Retention', 'Google Analytics', 'Communication', 'Scope Management', 'User Research', 'Scheduling', 'Project Planning', 'Performance Metrics', 'Risk Management', 'MS Project']"
['mobile application developer'],"['Glide', 'REST APIs', 'XML', 'UI Design', 'Play Store Deployment', 'React Native', 'MVVM', 'Testing', 'Android SDK', 'Fragments', 'Firebase', 'Bug Fixing', 'Performance Optimization', 'Java', 'Kotlin', 'Version Control']"
['cloud data engineer'],"['System Design', 'Algorithms', 'Docker', 'Programming', 'ETL Pipelines', 'CI/CD', 'Testing', 'DevOps', 'Deployment', 'Databases', 'API Integration', 'Git', 'Debugging', 'Version Control', 'Terraform']"
"['agile project lead', 'assistant project manager']","['Scope Management', 'Time Management', 'Team Coordination', 'Scheduling', 'Project Planning', 'Performance Metrics', 'Issue Tracking', 'Wireframing', 'Reporting', 'User Research', 'A/B Testing', 'Stakeholder Management', 'Documentation', 'Customer Retention']"
['android developer'],"['Java', 'Glide', 'App Lifecycle', 'Testing', 'XML', 'Firebase', 'Bug Fixing', 'REST APIs', 'UI Design', 'Android SDK', 'Fragments', 'React Native']"
"['mobile application developer', 'android developer']","['Performance Optimization', 'Android SDK', 'Retrofit', 'UI Design', 'Testing', 'Firebase', 'REST APIs', 'XML', 'Java', 'Version Control', 'Bug Fixing', 'Fragments', 'Kotlin', 'App Lifecycle']"
['ai researcher'],"['SQL', 'Data Analysis', 'Classification', 'PyTorch', 'Tableau', 'Deep Learning', 'Exploratory Data Analysis', 'RNN', 'Machine Learning', 'Snowflake', 'Regression', 'NLP', 'CNN']"
"['project manager', 'agile project lead']","['Project Planning', 'Reporting', 'Communication', 'Time Management', 'Documentation', 'Presentation', 'Customer Retention', 'Risk Management', 'User Research', 'MS Project', 'Scope Management', 'Performance Metrics', 'Team Coordination']"
['machine learning engineer'],"['Snowflake', 'Exploratory Data Analysis', 'Regression', 'Feature Engineering', 'Predictive Modeling', 'Data Cleaning', 'Classification', 'RNN', 'Statistics', 'Tableau', 'Data Analysis', 'ANN', 'Visualization', 'TensorFlow', 'Deep Learning', 'Clustering', 'Machine Learning', 'Dimensionality Reduction', 'CNN', 'NLP']"
"['software engineer', 'devops engineer']","['DevOps', 'Version Control', 'Deployment', 'Terraform', 'Web Development', 'System Design', 'Debugging', 'Code Review', 'Algorithms', 'Infrastructure as Code', 'ETL Pipelines', 'Microservices', 'Programming', 'Golang']"
['assistant project manager'],"['Reporting', 'Project Planning', 'Time Management', 'Documentation', 'A/B Testing', 'Scope Management', 'Scheduling', 'MS Project', 'User Research', 'Wireframing', 'Team Coordination', 'Issue Tracking', 'Stakeholder Management', 'Communication', 'Risk Management']"
['project manager'],"['Documentation', 'Risk Management', 'Issue Tracking', 'Scheduling', 'Reporting', 'Communication', 'Performance Metrics', 'Scope Management', 'Customer Retention', 'Budgeting', 'A/B Testing', 'Team Coordination']"
"['android intern', 'mobile application developer']","['Play Store Deployment', 'Retrofit', 'Fragments', 'Java', 'React Native', 'Testing', 'App Lifecycle', 'Bug Fixing', 'Notifications', 'Android SDK', 'Firebase', 'XML', 'Performance Optimization', 'Kotlin', 'REST APIs', 'MVVM', 'Version Control', 'UI Design']"
